age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
77,59.9,152.4,41.76,no,Chennai,Business,High
19,71.7,171.4,18.41,no,Kolkata,Freelancer,High
19,76.0,188.2,38.83,no,Bangalore,Private,Low
43,96.8,163.0,8.68,no,Pune,Business,Low
30,77.1,185.5,46.65,yes,Mumbai,Teacher,Medium
73,92.4,176.2,22.09,no,Bangalore,Business,Low
64,62.8,181.8,13.08,no,Delhi,Engineer,High
48,87.5,178.8,39.88,no,Lucknow,Business,Medium
77,64.3,171.8,47.5,no,Lucknow,Doctor,Low
51,56.2,163.9,46.07,yes,Chennai,Government,High
56,55.6,171.8,13.42,no,Mumbai,Government,Low
20,40.0,172.3,34.26,no,Delhi,Government,Low
25,82.8,179.7,28.25,no,Hyderabad,Student,Low
40,50.6,147.5,36.81,no,Mumbai,Business,Low
31,91.1,155.7,25.37,yes,Bangalore,Government,Medium
73,67.4,172.4,24.55,yes,Pune,Freelancer,Medium
79,46.7,173.3,44.37,no,Hyderabad,Engineer,Low
72,53.2,161.3,43.82,no,Delhi,Private,Low
44,72.9,173.6,39.8,no,Hyderabad,Engineer,Medium
71,41.8,176.8,35.83,no,Hyderabad,Government,Low
46,78.8,168.1,34.56,no,Hyderabad,Engineer,Medium
56,47.3,184.3,4.7,yes,Chennai,Government,Medium
70,58.9,186.2,37.98,no,Chennai,Engineer,Low
56,73.0,171.2,32.63,no,Delhi,Doctor,High
18,77.0,178.4,16.52,yes,Bangalore,Teacher,Low
34,82.0,153.0,41.36,yes,Pune,Private,High
58,50.4,180.7,41.96,no,Delhi,Freelancer,Low
47,65.4,184.7,46.75,yes,Bangalore,Freelancer,High
70,86.4,159.8,22.08,no,Mumbai,Student,Medium
30,65.4,176.2,28.46,no,Lucknow,Private,Low
38,74.4,151.3,45.49,no,Lucknow,Government,Low
36,72.4,162.1,17.21,no,Pune,Private,Medium
70,89.5,164.8,40.24,no,Bangalore,Teacher,Medium
36,63.0,155.3,49.61,no,Delhi,Teacher,Medium
74,49.2,167.6,33.29,yes,Delhi,Teacher,Low
42,55.5,167.0,49.22,no,Mumbai,Doctor,Low
39,72.8,176.2,26.76,no,Hyderabad,Private,Low
48,46.5,154.9,9.35,no,Pune,Private,Low
34,61.8,176.2,10.43,yes,Delhi,Student,Medium
72,71.1,162.1,37.11,no,Lucknow,Business,Low
40,58.5,157.2,2.04,no,Kolkata,Freelancer,Medium
49,74.9,168.0,33.77,no,Hyderabad,Freelancer,Medium
79,80.9,177.5,9.26,no,Pune,Business,Medium
27,76.8,165.2,49.25,yes,Pune,Government,Low
27,46.8,175.1,9.83,no,Delhi,Student,Medium
53,71.2,172.8,28.52,no,Kolkata,Student,Medium
25,72.4,201.3,34.13,yes,Delhi,Engineer,Low
71,64.3,166.9,41.34,yes,Delhi,Private,High
69,74.7,168.3,24.04,yes,Mumbai,Teacher,High
37,74.2,181.1,46.82,no,Hyderabad,Engineer,Low
49,68.6,169.5,25.05,yes,Kolkata,Doctor,Low
67,54.9,172.5,14.1,yes,Pune,Freelancer,Low
31,69.6,152.4,30.47,no,Lucknow,Doctor,High
67,98.0,168.8,33.58,yes,Lucknow,Student,Medium
45,64.1,162.9,26.35,no,Mumbai,Freelancer,High
63,85.7,165.2,37.19,no,Kolkata,Freelancer,Low
69,70.6,172.6,22.19,yes,Kolkata,Freelancer,Medium
70,58.0,169.5,2.21,no,Lucknow,Doctor,Medium
41,65.6,177.7,14.7,no,Pune,Student,Medium
32,69.7,179.5,47.4,yes,Lucknow,Private,Low
39,79.8,168.2,38.63,no,Pune,Freelancer,High
47,105.7,173.0,11.1,no,Chennai,Freelancer,Low
80,70.8,149.7,5.2,no,Kolkata,Business,Medium
21,51.5,173.1,18.84,no,Mumbai,Freelancer,Medium
30,45.2,180.5,42.14,no,Mumbai,Freelancer,Medium
76,63.7,160.9,7.09,yes,Bangalore,Teacher,Medium
40,53.1,177.6,28.08,no,Hyderabad,Freelancer,High
25,78.4,165.5,15.2,no,Hyderabad,Freelancer,Low
35,78.5,164.2,36.86,yes,Hyderabad,Private,Medium
29,67.8,184.2,2.02,no,Lucknow,Doctor,High
72,79.9,169.7,15.3,no,Delhi,Engineer,High
48,71.0,178.7,34.6,yes,Chennai,Doctor,High
31,98.0,150.5,28.24,yes,Delhi,Freelancer,Medium
51,79.4,163.9,39.39,yes,Mumbai,Government,Medium
35,83.4,177.1,9.57,no,Chennai,Teacher,Low
73,48.3,171.2,27.49,no,Kolkata,Freelancer,Medium
51,52.4,168.2,11.4,no,Lucknow,Doctor,Low
80,77.2,176.0,32.68,yes,Pune,Student,Medium
28,46.8,161.7,8.3,no,Lucknow,Doctor,High
58,60.6,182.2,9.14,no,Hyderabad,Business,Low
29,87.7,167.9,17.75,no,Lucknow,Freelancer,Medium
66,60.3,161.8,21.29,yes,Mumbai,Freelancer,Medium
32,51.9,162.5,25.93,no,Pune,Private,Medium
74,80.0,169.2,29.87,no,Mumbai,Business,Low
48,101.1,165.7,24.5,yes,Mumbai,Doctor,Low
66,57.9,175.3,4.19,no,Mumbai,Engineer,High
75,88.4,169.5,18.49,no,Chennai,Doctor,Low
46,56.0,166.4,4.95,yes,Pune,Student,Low
43,68.3,173.5,7.67,no,Lucknow,Freelancer,High
35,69.0,164.7,6.46,yes,Delhi,Student,Medium
49,58.3,174.9,9.59,no,Lucknow,Private,High
39,83.1,173.3,41.02,no,Delhi,Private,High
55,46.9,172.9,32.12,no,Hyderabad,Private,High
34,72.9,166.4,26.33,yes,Kolkata,Private,Low
40,86.1,163.7,37.15,no,Mumbai,Private,Low
41,81.9,178.1,48.14,yes,Pune,Student,Low
67,77.4,176.1,22.05,no,Pune,Engineer,Medium
25,93.8,159.9,19.64,yes,Hyderabad,Business,Low
58,66.7,165.7,48.93,yes,Mumbai,Student,Medium
23,47.1,183.4,39.02,yes,Hyderabad,Student,Medium
22,72.0,179.8,39.3,no,Delhi,Doctor,Low
61,68.1,158.3,30.8,no,Pune,Business,Low
74,40.0,170.1,26.34,yes,Hyderabad,Student,Medium
46,53.1,174.2,28.43,no,Kolkata,Freelancer,Low
45,51.2,179.9,33.3,no,Hyderabad,Private,Medium
28,57.8,171.3,20.09,no,Bangalore,Student,Medium
74,64.7,174.8,39.55,yes,Chennai,Doctor,Low
18,65.3,179.3,45.64,no,Pune,Doctor,Low
60,58.3,180.7,29.42,no,Lucknow,Teacher,Low
36,51.2,168.2,20.31,yes,Pune,Doctor,Medium
26,75.7,170.5,35.39,yes,Hyderabad,Doctor,Low
44,71.7,162.4,10.74,no,Pune,Teacher,Medium
51,72.2,167.3,48.49,no,Hyderabad,Student,Low
61,96.7,165.9,33.58,yes,Delhi,Government,Low
21,72.4,168.1,5.24,no,Lucknow,Doctor,High
53,64.5,169.1,27.43,no,Chennai,Engineer,Low
35,68.4,178.1,38.02,no,Delhi,Teacher,High
32,71.5,173.5,15.34,no,Lucknow,Government,Medium
68,79.2,157.2,4.45,no,Kolkata,Government,Low
30,69.3,175.5,25.48,no,Mumbai,Teacher,Medium
36,40.9,164.5,42.01,no,Bangalore,Government,Low
66,63.4,159.1,14.07,no,Chennai,Student,Low
23,70.0,158.6,36.42,yes,Bangalore,Government,Medium
65,89.6,171.7,21.57,no,Mumbai,Government,Medium
73,58.2,180.6,4.86,no,Lucknow,Doctor,Medium
29,45.5,167.9,16.59,no,Delhi,Engineer,High
68,71.0,179.4,17.07,no,Kolkata,Student,High
54,83.0,170.9,45.42,no,Lucknow,Freelancer,Low
34,64.1,148.4,49.12,yes,Mumbai,Doctor,Medium
75,105.7,176.1,12.07,no,Bangalore,Student,Medium
40,102.2,164.6,22.66,no,Pune,Government,Low
43,68.9,161.9,48.88,no,Bangalore,Teacher,High
46,72.8,176.2,21.55,no,Lucknow,Teacher,Medium
50,90.5,171.3,18.76,no,Bangalore,Doctor,Medium
77,68.7,169.3,7.27,no,Delhi,Private,Medium
44,57.9,171.0,38.16,no,Pune,Student,Low
42,83.3,161.5,23.46,yes,Hyderabad,Government,Low
73,77.0,187.7,32.66,yes,Bangalore,Doctor,Medium
72,57.9,171.7,26.47,no,Delhi,Government,Medium
27,74.2,171.6,10.38,no,Pune,Business,Low
64,67.6,169.1,10.47,no,Bangalore,Freelancer,Low
40,64.2,153.8,47.11,no,Chennai,Freelancer,High
38,58.2,163.3,44.7,no,Hyderabad,Doctor,Medium
38,71.8,157.8,31.31,no,Pune,Government,Low
60,66.0,156.8,2.06,no,Pune,Business,Low
30,74.3,154.6,22.8,no,Chennai,Teacher,Low
54,82.3,163.6,27.46,no,Hyderabad,Engineer,Medium
50,73.5,170.2,23.57,no,Mumbai,Teacher,Medium
41,73.7,155.8,46.42,yes,Lucknow,Freelancer,Medium
61,61.9,177.0,3.96,no,Mumbai,Engineer,Medium
28,87.6,173.0,33.44,no,Hyderabad,Freelancer,Low
34,57.3,167.7,17.06,yes,Kolkata,Student,High
21,45.8,191.6,28.85,yes,Bangalore,Engineer,Medium
64,53.9,167.6,33.48,no,Bangalore,Student,High
42,85.5,178.0,23.16,yes,Delhi,Freelancer,Low
47,76.9,172.1,9.12,no,Hyderabad,Business,High
26,89.7,184.4,26.91,yes,Pune,Student,Low
38,50.2,180.8,46.78,no,Mumbai,Doctor,Low
37,104.8,167.0,27.72,yes,Hyderabad,Doctor,Low
36,65.7,167.4,7.9,no,Chennai,Government,Low
36,43.6,156.6,41.56,yes,Delhi,Doctor,Medium
29,102.9,171.2,12.64,no,Chennai,Teacher,Low
54,50.3,176.5,19.77,no,Delhi,Private,Low
59,64.0,169.4,22.58,no,Mumbai,Government,Medium
34,66.9,184.0,18.31,yes,Bangalore,Freelancer,Medium
54,76.7,171.5,21.41,yes,Hyderabad,Doctor,Low
71,58.1,182.5,40.18,no,Bangalore,Student,Low
65,85.6,168.4,12.72,no,Mumbai,Student,Low
56,81.3,158.4,24.58,no,Hyderabad,Freelancer,High
45,70.3,163.8,2.96,no,Pune,Student,Medium
58,89.9,169.7,26.37,no,Chennai,Doctor,Low
52,69.0,162.5,7.36,yes,Kolkata,Government,Low
64,65.9,153.4,15.55,no,Kolkata,Business,Low
65,100.0,150.0,17.59,no,Mumbai,Freelancer,Medium
35,74.4,180.1,5.95,no,Pune,Business,High
31,55.2,173.9,19.31,no,Delhi,Teacher,Low
52,57.2,172.8,25.91,yes,Bangalore,Student,Low
61,70.3,171.7,22.69,yes,Chennai,Student,Low
58,40.0,164.5,15.46,no,Lucknow,Teacher,Medium
77,60.5,177.9,16.15,no,Kolkata,Student,Medium
24,68.5,152.6,32.41,yes,Bangalore,Freelancer,Medium
58,67.5,149.2,36.48,yes,Mumbai,Engineer,High
30,51.1,168.0,29.67,yes,Lucknow,Government,Low
35,63.3,171.3,48.86,no,Bangalore,Teacher,Medium
54,87.7,161.2,47.35,no,Hyderabad,Private,High
30,84.6,154.1,6.73,no,Kolkata,Student,Medium
53,71.4,175.9,14.55,no,Pune,Teacher,Medium
48,69.0,165.9,43.68,no,Chennai,Engineer,Low
19,67.6,176.9,3.42,yes,Delhi,Engineer,High
33,73.5,183.1,30.43,no,Delhi,Government,Medium
26,71.5,154.0,47.82,no,Hyderabad,Doctor,Low
26,74.9,172.1,34.58,no,Lucknow,Student,Medium
55,77.5,172.5,6.41,no,Lucknow,Private,Low
28,51.8,177.4,37.9,no,Pune,Private,Medium
71,65.3,164.7,20.07,no,Hyderabad,Government,Low
73,73.0,170.6,46.23,no,Bangalore,Engineer,Medium
39,55.5,177.3,15.74,no,Delhi,Engineer,Medium
50,59.9,174.4,24.72,no,Kolkata,Government,Medium
53,66.7,185.6,37.84,no,Pune,Engineer,Low
62,67.5,161.3,14.36,no,Chennai,Doctor,Medium
40,73.2,172.1,10.73,no,Lucknow,Student,Medium
62,57.3,169.1,2.13,no,Delhi,Teacher,Low
62,84.5,167.9,25.42,yes,Delhi,Doctor,Low
51,67.3,175.9,46.57,no,Mumbai,Student,Medium
26,72.2,171.2,15.51,no,Delhi,Engineer,Low
41,64.5,159.3,4.08,no,Delhi,Doctor,Low
25,73.5,179.5,31.78,no,Kolkata,Business,Medium
24,95.1,175.9,4.7,yes,Pune,Business,Low
53,64.3,184.7,26.33,no,Delhi,Engineer,Medium
35,61.8,177.3,20.31,no,Mumbai,Student,Medium
20,57.5,167.9,24.82,no,Mumbai,Student,Medium
45,69.1,167.9,9.81,no,Hyderabad,Freelancer,Medium
23,68.9,180.4,6.33,yes,Mumbai,Doctor,Medium
61,70.8,162.3,37.95,no,Delhi,Business,High
61,77.0,161.0,13.79,no,Hyderabad,Private,High
38,75.1,172.2,40.42,no,Bangalore,Freelancer,Low
45,69.7,155.1,38.41,no,Bangalore,Freelancer,Medium
57,99.3,173.5,11.52,no,Lucknow,Student,Low
71,80.4,174.7,45.6,no,Lucknow,Doctor,High
71,53.7,167.5,9.74,yes,Kolkata,Doctor,Medium
18,46.8,184.1,40.26,no,Lucknow,Business,Medium
53,59.6,181.3,22.19,yes,Pune,Engineer,Medium
38,72.3,162.2,10.78,yes,Bangalore,Doctor,Medium
77,58.3,176.6,47.03,no,Kolkata,Engineer,Medium
60,60.6,179.8,48.24,no,Lucknow,Business,Medium
52,70.4,170.8,26.55,yes,Kolkata,Doctor,Medium
30,64.9,165.7,24.52,no,Hyderabad,Teacher,Medium
74,40.0,158.9,45.24,no,Mumbai,Business,Low
66,86.2,164.4,30.61,no,Chennai,Business,Low
71,82.7,159.1,14.77,no,Kolkata,Teacher,Low
71,50.7,179.1,22.41,no,Pune,Business,Low
27,70.9,167.4,42.13,no,Delhi,Teacher,Low
70,53.3,175.2,43.26,no,Mumbai,Teacher,Low
61,60.9,182.6,47.08,yes,Delhi,Business,Medium
64,77.3,172.1,15.84,no,Delhi,Teacher,Low
70,82.2,181.8,34.64,no,Lucknow,Teacher,Medium
27,81.8,166.5,5.28,yes,Bangalore,Freelancer,High
63,73.7,173.9,36.84,no,Delhi,Business,Medium
30,89.1,172.1,29.03,yes,Hyderabad,Teacher,High
54,60.8,163.0,13.99,no,Kolkata,Engineer,Medium
55,64.2,166.9,33.42,no,Pune,Business,High
41,40.0,184.2,8.49,no,Delhi,Business,Medium
19,68.6,166.6,18.02,no,Pune,Engineer,Medium
39,78.7,153.4,21.24,no,Delhi,Freelancer,Low
34,74.3,166.5,39.3,no,Lucknow,Student,Low
53,60.6,162.5,16.82,yes,Bangalore,Government,High
31,82.7,174.6,4.35,no,Delhi,Freelancer,Low
27,68.9,176.1,10.68,yes,Kolkata,Freelancer,Medium
52,81.5,173.6,31.19,no,Kolkata,Doctor,Medium
42,77.3,165.9,2.73,yes,Delhi,Freelancer,Low
20,91.4,170.6,40.03,no,Kolkata,Teacher,Low
64,75.1,166.8,45.25,no,Hyderabad,Private,Medium
55,79.1,155.5,25.78,no,Lucknow,Government,Low
34,68.8,168.9,35.97,no,Hyderabad,Teacher,Low
29,62.5,196.4,24.21,no,Kolkata,Government,Medium
71,77.4,159.7,16.82,no,Bangalore,Private,Low
69,92.5,151.5,9.91,no,Pune,Freelancer,High
41,60.8,184.2,26.87,yes,Mumbai,Private,Low
46,66.3,174.5,46.63,no,Hyderabad,Freelancer,High
60,70.4,173.0,44.72,no,Mumbai,Private,Medium
42,80.3,166.4,46.14,yes,Chennai,Doctor,Medium
53,75.2,172.3,48.39,no,Lucknow,Teacher,Medium
75,83.7,170.5,9.94,no,Pune,Freelancer,High
77,99.6,183.1,9.03,no,Mumbai,Government,Low
43,60.4,179.2,22.53,no,Lucknow,Teacher,Low
55,79.1,176.0,35.09,no,Hyderabad,Engineer,Medium
18,74.8,163.2,23.11,yes,Hyderabad,Engineer,Medium
37,70.3,172.3,44.83,no,Lucknow,Government,Medium
72,79.1,163.8,36.44,no,Delhi,Engineer,Medium
45,66.0,182.3,32.43,no,Kolkata,Engineer,Medium
33,74.8,162.9,5.41,no,Mumbai,Private,Medium
64,50.4,168.7,10.42,yes,Bangalore,Private,Low
34,61.9,159.1,22.55,no,Chennai,Business,High
57,85.7,165.0,48.87,no,Delhi,Teacher,Medium
45,85.1,164.9,18.05,no,Lucknow,Doctor,Low
75,73.9,168.5,32.24,no,Lucknow,Freelancer,Low
29,63.2,161.0,49.47,no,Mumbai,Freelancer,Low
44,82.4,182.2,14.67,no,Kolkata,Teacher,Low
71,88.5,168.1,10.0,yes,Lucknow,Business,High
70,63.8,164.7,28.22,no,Bangalore,Business,Low
59,48.2,177.7,28.49,no,Hyderabad,Teacher,Medium
76,76.7,191.6,46.25,no,Mumbai,Government,Medium
64,83.7,166.0,3.27,no,Kolkata,Teacher,Medium
47,78.8,167.5,21.55,no,Mumbai,Engineer,Medium
58,93.5,162.6,16.99,yes,Delhi,Business,Medium
51,93.5,176.6,29.41,yes,Chennai,Teacher,Medium
54,65.4,179.6,2.45,no,Pune,Doctor,Low
23,73.0,169.5,36.13,no,Kolkata,Doctor,High
24,62.6,165.6,25.28,no,Lucknow,Freelancer,Medium
49,54.7,175.3,35.63,yes,Chennai,Engineer,Medium
49,55.5,177.4,23.49,no,Chennai,Private,Medium
70,80.8,185.5,24.76,yes,Hyderabad,Engineer,Medium
42,74.5,164.2,44.99,no,Pune,Teacher,Medium
50,83.3,178.5,12.12,no,Bangalore,Doctor,Medium
72,108.0,171.1,12.44,yes,Pune,Government,Low
75,77.5,152.7,28.85,no,Kolkata,Business,High
24,58.2,185.2,33.69,no,Bangalore,Student,High
69,85.5,173.0,19.03,no,Lucknow,Doctor,Medium
74,57.9,176.1,26.94,no,Hyderabad,Business,Medium
79,96.2,179.5,12.94,no,Pune,Doctor,Medium
29,40.4,176.0,8.52,no,Chennai,Teacher,Low
33,61.8,160.3,13.44,no,Pune,Student,Low
33,79.3,176.7,45.99,no,Delhi,Student,High
60,87.7,175.0,40.49,yes,Lucknow,Teacher,Medium
70,59.8,153.3,8.73,no,Delhi,Teacher,Low
53,57.1,186.7,4.23,no,Mumbai,Engineer,Low
30,72.2,166.2,6.47,yes,Mumbai,Freelancer,High
24,98.6,180.0,16.08,no,Kolkata,Business,High
53,46.9,166.6,40.95,no,Pune,Government,Low
64,65.3,164.7,17.43,yes,Delhi,Business,Low
68,73.9,169.2,10.91,no,Chennai,Engineer,Low
26,58.1,191.2,21.0,no,Delhi,Business,Low
49,58.0,190.1,7.95,yes,Kolkata,Private,Medium
28,66.5,164.7,24.57,no,Mumbai,Student,Low
25,74.4,182.5,34.43,no,Lucknow,Doctor,Medium
50,67.1,170.2,19.7,yes,Hyderabad,Student,High
40,92.0,190.2,10.33,yes,Lucknow,Engineer,High
42,78.9,181.5,23.75,no,Mumbai,Business,Medium
73,75.7,172.8,38.6,no,Hyderabad,Freelancer,Medium
25,85.4,170.8,5.68,no,Bangalore,Business,Medium
62,76.0,176.1,5.4,no,Hyderabad,Doctor,Low
39,63.4,174.8,17.27,yes,Mumbai,Government,Low
76,66.1,159.0,21.92,no,Pune,Doctor,Medium
21,53.1,172.1,12.39,yes,Chennai,Doctor,Low
57,100.1,163.5,3.29,yes,Pune,Private,Medium
20,84.0,164.7,12.54,no,Kolkata,Student,Medium
46,40.0,181.1,22.9,no,Pune,Freelancer,Low
58,90.0,172.0,5.81,no,Pune,Engineer,Medium
46,48.0,165.5,36.36,no,Mumbai,Engineer,Medium
51,77.8,157.9,28.5,yes,Mumbai,Engineer,High
51,40.0,162.2,22.85,no,Hyderabad,Freelancer,Low
45,63.6,169.4,26.9,no,Chennai,Student,Low
30,90.1,186.9,33.48,no,Mumbai,Teacher,Low
32,90.9,159.5,49.75,no,Pune,Business,Low
77,74.6,172.9,39.21,no,Chennai,Private,Medium
40,81.8,174.1,27.94,no,Mumbai,Freelancer,Medium
61,48.8,182.2,38.99,no,Chennai,Student,Low
43,78.1,171.2,24.81,yes,Mumbai,Engineer,Low
21,82.8,174.1,16.92,yes,Kolkata,Student,High
43,108.5,181.8,14.57,no,Bangalore,Private,Low
57,60.7,162.2,21.18,no,Bangalore,Student,Low
26,70.2,177.9,2.11,no,Pune,Government,Low
72,71.2,156.1,10.49,no,Delhi,Teacher,Low
22,80.5,170.6,8.07,no,Bangalore,Government,Medium
73,83.2,167.6,48.1,yes,Pune,Freelancer,Low
49,85.9,162.8,5.11,no,Chennai,Doctor,Medium
37,84.8,179.7,26.05,yes,Chennai,Government,High
67,47.8,180.3,46.15,no,Hyderabad,Private,Medium
28,40.0,180.7,31.16,no,Bangalore,Freelancer,Low
32,62.3,173.8,25.77,no,Hyderabad,Government,Low
49,69.5,157.7,37.66,no,Chennai,Engineer,Medium
45,60.8,166.7,18.96,yes,Kolkata,Student,Low
39,63.1,180.1,11.3,yes,Chennai,Freelancer,Medium
58,65.0,179.9,42.67,no,Hyderabad,Doctor,Medium
34,78.7,182.0,4.72,no,Kolkata,Private,Low
76,54.5,173.1,40.77,no,Kolkata,Business,High
43,68.8,168.2,6.96,no,Kolkata,Business,Low
61,68.9,150.3,32.03,no,Mumbai,Business,Low
24,78.3,178.6,24.9,no,Delhi,Freelancer,Medium
59,87.4,169.0,49.93,no,Lucknow,Student,Medium
74,95.3,157.5,20.62,no,Lucknow,Private,High
43,58.8,177.6,47.95,no,Hyderabad,Student,Low
42,40.0,184.2,21.38,no,Chennai,Freelancer,Low
27,66.4,178.7,34.72,no,Mumbai,Teacher,Low
76,46.2,176.7,32.9,no,Hyderabad,Engineer,Low
62,111.0,179.3,6.15,no,Delhi,Doctor,Medium
36,56.9,142.7,37.68,no,Mumbai,Government,Medium
28,78.5,187.2,12.02,no,Chennai,Business,Medium
30,84.0,162.1,20.65,yes,Hyderabad,Doctor,Low
70,75.1,163.0,39.55,no,Kolkata,Teacher,Medium
25,101.2,165.3,47.33,yes,Mumbai,Business,Low
57,67.0,166.4,28.87,no,Delhi,Doctor,Medium
21,57.5,185.0,26.93,yes,Delhi,Private,Medium
64,56.7,175.4,26.24,no,Delhi,Engineer,Medium
48,81.3,163.2,41.2,no,Hyderabad,Engineer,Low
45,67.2,164.7,49.67,no,Mumbai,Teacher,Medium
28,56.7,194.9,32.41,no,Pune,Doctor,High
60,76.6,173.5,20.17,no,Pune,Teacher,Medium
18,80.6,165.7,12.5,yes,Pune,Teacher,Medium
66,74.1,153.8,11.54,no,Delhi,Teacher,High
64,83.5,153.2,43.1,yes,Lucknow,Student,Medium
69,71.3,158.8,49.63,no,Bangalore,Engineer,Low
55,61.1,171.0,35.5,no,Hyderabad,Student,Medium
41,82.2,181.1,47.88,no,Delhi,Government,Medium
71,56.6,176.2,18.8,no,Delhi,Freelancer,Low
77,53.1,181.7,32.12,no,Mumbai,Student,Low
74,87.3,175.7,26.56,no,Pune,Engineer,High
64,64.8,157.7,25.14,yes,Pune,Teacher,Low
48,95.0,174.2,32.35,no,Chennai,Doctor,Medium
58,82.8,174.7,16.9,no,Mumbai,Teacher,High
63,63.6,168.8,32.75,no,Mumbai,Private,Low
67,77.3,166.9,34.3,no,Bangalore,Teacher,Low
43,107.9,168.5,42.13,yes,Chennai,Private,Low
66,81.3,154.5,37.06,yes,Lucknow,Student,Medium
67,78.7,156.7,17.35,yes,Mumbai,Doctor,High
22,61.1,195.4,23.64,no,Bangalore,Engineer,Medium
37,97.7,157.5,7.78,no,Mumbai,Business,Low
69,89.8,152.3,14.35,no,Bangalore,Private,Low
58,61.2,162.8,27.01,no,Hyderabad,Engineer,Low
28,98.2,174.6,6.84,yes,Kolkata,Doctor,Low
73,72.5,175.6,29.39,yes,Delhi,Freelancer,Low
71,57.4,159.8,20.73,no,Lucknow,Engineer,Low
50,61.0,171.0,3.67,yes,Delhi,Student,Low
67,83.2,164.6,22.85,yes,Mumbai,Freelancer,Low
55,57.5,171.9,15.49,yes,Pune,Doctor,High
44,53.5,167.1,5.21,no,Bangalore,Freelancer,Medium
51,63.4,163.1,16.08,no,Pune,Business,Medium
32,65.7,163.5,16.12,no,Kolkata,Private,Low
49,59.9,148.0,19.04,yes,Delhi,Private,Medium
78,63.2,167.8,19.59,yes,Pune,Business,Low
75,83.8,169.2,22.63,no,Mumbai,Private,High
38,73.8,155.9,6.41,no,Hyderabad,Doctor,Medium
63,62.3,166.6,2.25,no,Lucknow,Engineer,High
22,63.6,167.4,37.33,yes,Pune,Business,Medium
23,68.0,151.5,18.19,no,Pune,Private,Medium
55,68.9,162.3,31.45,yes,Mumbai,Government,Medium
79,68.9,162.0,16.74,no,Bangalore,Doctor,Medium
39,83.2,171.8,49.24,yes,Chennai,Doctor,Medium
79,73.0,182.5,17.14,no,Hyderabad,Freelancer,Low
35,73.4,170.5,31.04,no,Mumbai,Private,Low
31,91.4,181.6,12.56,no,Kolkata,Doctor,Medium
27,98.1,167.8,26.85,yes,Lucknow,Teacher,Low
63,51.5,173.7,29.81,yes,Kolkata,Engineer,Low
30,46.3,170.7,10.78,no,Chennai,Doctor,Medium
48,64.8,194.1,7.94,no,Kolkata,Doctor,Medium
47,81.7,168.5,48.73,no,Bangalore,Private,Low
20,75.6,177.8,44.88,no,Mumbai,Teacher,Medium
47,85.8,172.0,33.68,no,Bangalore,Private,Low
23,64.1,181.3,43.33,no,Pune,Student,Low
46,40.6,176.3,6.59,no,Lucknow,Freelancer,Medium
25,49.5,173.4,37.01,no,Chennai,Teacher,Low
61,78.5,158.6,15.71,yes,Chennai,Doctor,Medium
62,85.9,159.5,27.9,no,Bangalore,Engineer,Medium
60,41.4,163.8,38.71,yes,Hyderabad,Teacher,High
61,91.2,167.1,3.61,yes,Delhi,Private,Low
50,77.0,171.1,35.35,yes,Chennai,Doctor,Medium
34,68.9,163.9,22.87,no,Mumbai,Government,Medium
65,60.6,150.2,23.1,no,Hyderabad,Private,Low
28,93.9,180.3,45.55,no,Chennai,Engineer,Low
30,83.5,174.5,43.27,no,Bangalore,Teacher,Low
67,77.4,170.6,4.76,no,Bangalore,Business,Low
28,59.0,182.5,31.68,no,Kolkata,Engineer,Low
48,94.2,162.0,22.92,no,Hyderabad,Government,Medium
45,70.5,168.7,7.66,no,Delhi,Doctor,Medium
61,74.5,171.6,42.85,yes,Bangalore,Engineer,Low
23,71.1,165.8,5.43,no,Pune,Engineer,Low
58,58.5,162.0,3.54,yes,Kolkata,Doctor,Medium
33,74.8,178.7,11.48,no,Kolkata,Business,High
21,80.5,172.8,16.56,no,Mumbai,Engineer,Low
52,63.4,176.2,4.92,yes,Kolkata,Doctor,Medium
77,73.5,161.8,32.78,yes,Delhi,Private,Low
65,70.9,178.3,22.98,no,Mumbai,Engineer,Medium
73,83.7,163.8,21.79,no,Bangalore,Freelancer,Low
76,65.5,172.5,8.98,no,Hyderabad,Student,Low
43,73.4,189.8,23.01,yes,Pune,Business,Medium
79,76.6,178.5,20.73,no,Bangalore,Government,Medium
74,65.2,173.4,20.41,no,Kolkata,Student,Medium
29,57.6,183.5,12.49,no,Chennai,Engineer,High
28,60.1,164.3,6.53,yes,Delhi,Business,Medium
54,76.1,174.9,14.51,no,Lucknow,Freelancer,Medium
42,66.5,161.7,34.03,no,Lucknow,Private,Low
35,66.3,166.4,5.5,no,Delhi,Freelancer,Low
36,79.1,185.9,20.35,yes,Kolkata,Doctor,Medium
40,85.3,172.7,26.69,no,Delhi,Student,High
72,87.9,184.1,48.23,no,Lucknow,Business,High
55,60.8,169.0,42.5,yes,Pune,Private,Medium
71,83.8,182.2,46.0,no,Lucknow,Private,Medium
35,101.3,170.5,41.36,no,Mumbai,Business,Low
43,71.9,171.3,30.28,yes,Kolkata,Private,Medium
23,68.9,170.2,43.32,yes,Chennai,Engineer,Medium
21,65.8,173.6,29.13,yes,Lucknow,Government,Low
61,54.0,167.4,19.17,no,Bangalore,Private,Medium
68,82.6,156.1,19.87,yes,Delhi,Freelancer,Medium
46,69.0,169.6,29.14,no,Hyderabad,Freelancer,Medium
76,67.8,171.3,40.85,yes,Bangalore,Student,Low
